card_acc_no,card_no,cust_id,valid_thru,cvv,cred_limit,outstanding
1511,30428742081356,271,04/28,725,16413.68,22702.67
1512,213109846035899,1646,03/31,264,33436.83,2397.25
1513,2275985135277446,252,04/30,423,40933.75,12664.12
1514,4384827324397,1755,05/31,778,11629.38,80.99
1515,6011399438184442,1437,11/30,166,28459.39,41754.55
1516,180082384212189,463,09/32,044,6254.65,21836.88
1517,6011586336560737,786,08/27,4681,32019.51,28611.47
1518,4469284063041761022,2336,10/32,667,46719.31,32590.94
1519,3584801348922807,2042,07/27,033,14332.96,41624.49
1520,4737676253739632504,254,10/26,281,9869.26,16443.12
1521,340197232968126,1476,07/31,243,12946.15,21381.75
1522,6011057932558442,2927,03/31,884,10406.91,32916.81
1523,6011627577363249,1281,06/26,141,11271.02,3308.66
1524,349096021856537,2255,04/26,989,36315.52,14022.29
1525,675900952192,1388,11/25,4421,32113.8,14449.08
1526,6523709597012435,2504,03/30,647,19905.2,4753.5
1527,3534315975989964,2463,07/28,101,47867.47,2791.95
1528,6011530197398233,2863,10/32,161,38715.97,16843.44
1529,675937755501,1649,09/26,592,32039.21,9374.15
1530,340569947371335,132,12/26,202,48730.54,14577.92
1531,6524858713940711,2355,03/27,912,28257.87,8370.62
1532,3572984605318473,971,08/34,318,47182.3,43863.9
1533,3516222405258949,351,06/33,999,45995.29,15411.23
1534,4923374057742,2233,11/28,101,15256.61,17317.98
1535,30435570550071,2251,05/29,795,7100.24,16486.64
1536,060449064785,2821,01/29,623,48561.74,40754.84
1537,30306371772901,1987,06/27,449,49010.02,19683.86
1538,4597465750013530,1973,04/25,311,7298.08,32253.07
1539,3538026526593348,2569,07/30,992,5560.18,31301.01
1540,4371560626641,1454,04/28,654,18938.99,35471.94
1541,4020251511154,2125,08/26,095,12403.67,8423.4
1542,4355010687415515,2540,03/30,4623,7691.04,21495.36
1543,4082472274814,461,10/27,9393,22978.33,6825.18
1544,4429622493994,2965,11/26,698,8871.02,13300.17
1545,4115030021481354,461,04/31,968,14102.2,29366.62
1546,3569412679985410,2240,11/33,178,21015.1,35823.84
1547,3592625306685332,1670,05/30,042,34339.21,7427.62
1548,2253181683272197,2741,04/27,940,38417.03,979.65
1549,3528948234215017,1356,12/25,570,41388.55,4232.97
1550,4018605317682,2498,11/26,543,16974.09,23851.64
1551,4031078591147,1317,09/26,875,37170.9,47918.35
1552,4336209710484068,866,12/29,178,11133.49,38847.77
1553,676136518245,992,11/28,914,13293.78,47209.3
1554,6011917341112695,1179,07/33,0544,39756.32,25407.42
1555,4092521451165019,2798,12/25,855,7432.59,28019.51
1556,4859974700919102261,2212,12/33,787,28476.73,8601.54
1557,6592674017396378,1744,12/31,618,9867.81,1982.26
1558,341285921459983,2977,07/27,860,23327.15,46218.97
1559,5504007637334025,1689,05/26,312,49500.7,29894.85
1560,213181492519435,550,07/29,121,6086.63,3365.08
1561,4598865627710425,1225,06/28,967,30046.02,22191.6
1562,4660572550892,2240,03/31,885,6513.84,4183.54
1563,6011927058423193,1448,03/29,781,5652.27,40835.3
1564,3597000787600389,164,02/32,330,44254.88,7770.14
1565,213177138740187,505,03/30,518,15466.36,39188.62
1566,213161370423769,5,12/26,242,22767.63,18280.18
1567,4950438432357196,2555,05/26,794,26977.09,48113.45
1568,4452365949880233552,1229,03/27,253,20897.18,17887.11
1569,375973486520575,1021,05/28,795,8002.57,40169.72
1570,4048198199507959218,929,03/32,436,26447.56,32358.16
1571,6596910448554177,235,08/26,045,38994.14,46948.19
1572,4221541378574,2366,09/26,206,46781.47,27989.09
1573,6011320285673048,643,09/26,352,28692.46,45297.22
1574,3568464373347216,107,04/28,543,27714.61,41182.58
1575,4535607759482124442,2333,05/25,127,13300.7,21324.31
1576,344970453744244,560,05/28,223,23403.62,22415.49
1577,30236240933634,2555,06/26,830,37970.22,31710.62
1578,4080434399189204,1035,01/35,646,35841.05,16101.47
1579,3529192132006934,2386,01/32,568,2348.16,19725.27
1580,30007336366116,2972,01/30,1308,2776.98,45637.76
1581,3534333646799696,1313,08/30,518,15330.54,44180.44
1582,2275413721873676,2193,04/30,326,9330.23,35516.53
1583,3565954622055985,695,07/33,819,25641.77,15503.03
1584,38822929610353,3000,05/32,469,1030.96,46518.47
1585,676184590260,1047,03/27,647,14576.05,33846.98
1586,676277347719,1128,06/26,845,27283.21,25138.48
1587,4242890723038,1126,06/34,372,11573.15,9902.49
1588,6011450318674026,261,08/34,722,40587.42,21917.66
1589,6011762848178405,1197,06/31,1094,10121.77,16214.18
1590,4563704217240710,473,02/32,005,42991.65,24099.78
1591,6526508257626782,1534,05/33,014,33270.91,46775.47
1592,6011430205340402,930,12/27,839,12099.11,43514.01
1593,343786970290805,1252,11/27,888,10036.08,27154.79
1594,5599681455371594,2208,07/26,3610,16914.71,5007.38
1595,3500633245879249,2262,08/32,271,44399.29,43508.83
1596,4817966210471,2720,06/27,266,20550.95,21610.86
1597,4746738481464144968,2184,08/27,723,18418.26,44561.03
1598,6561288740958128,2896,04/25,733,37452.55,5020.57
1599,2241035913162963,2424,01/29,8531,1420.39,23613.61
1600,213150861711618,363,08/28,3475,3248.38,47072.24
1601,4799613001908602931,2101,06/30,210,18006.1,25228.52
1602,6011170164565157,582,12/29,590,40797.65,26493.06
1603,4015144045460038,2510,02/32,926,27983.79,39924.49
1604,213165363075395,691,07/25,413,36014.74,43502.56
1605,2287045037573560,151,05/26,533,18935.05,41079.32
1606,2720638510995063,1244,04/25,644,9730.74,15991.88
1607,6526195274028125,564,02/29,315,44155.78,40941.89
1608,4404685217974793319,2703,12/34,711,7071.52,4853.44
1609,213187711137537,228,11/34,996,24578.78,22225.26
1610,375940581132580,406,04/34,736,8782.86,10137.0
1611,4690309205308358,218,02/34,175,30387.7,30433.22
1612,344327696152414,2967,03/25,758,15093.18,41049.89
1613,6578551702777195,658,10/33,964,33116.68,34289.73
1614,4202837608691831,2826,02/30,822,12832.51,46127.7
1615,503835402549,2618,11/31,838,1172.77,46715.92
1616,343945883155667,2071,09/31,2887,13172.88,41720.31
1617,5426653403004774,1190,07/27,835,41757.05,32937.14
1618,341592074548979,2269,06/32,197,8613.16,46031.88
1619,3578327110098921,2388,05/31,088,19842.7,25764.19
1620,340957784454407,1743,11/28,040,17380.32,11282.72
1621,4704237372761,1313,04/29,433,37905.55,30362.15
1622,4047030317785,726,07/31,153,26816.5,44073.36
1623,30185315255052,493,06/27,164,33869.34,35901.99
1624,3537774326658172,2083,06/25,646,42497.83,33810.52
1625,675943703438,1455,07/30,570,12314.81,24300.72
1626,4781503575597208,2477,05/31,434,23887.16,46692.42
1627,4448380279607236,2296,06/30,463,2638.59,4945.48
1628,3579702095521114,612,10/31,053,32436.79,44008.69
1629,2435250889879831,190,04/28,5249,28352.49,36365.6
1630,6543054470585876,2612,02/27,497,7030.72,3670.63
1631,4248431385583,2690,07/32,509,6643.17,35364.71
1632,3587473751128228,1547,08/34,400,16733.27,11087.47
1633,3512233339472195,1409,04/28,549,11327.15,29692.31
1634,4183355646041798852,1699,07/29,160,28647.0,7718.71
1635,4156954659742979,851,03/28,577,7693.95,40921.69
1636,30236495516936,355,04/25,971,14581.22,36520.36
1637,3575683426223139,175,09/32,202,2452.95,45432.59
1638,6011843235579379,158,12/33,689,15823.98,42712.67
1639,4732675799575,1641,07/27,790,40434.02,49250.06
1640,060451758878,2790,07/32,7333,29879.55,47959.35
1641,4150601064104776,2936,05/32,152,45102.66,14477.0
1642,4503225489153854453,904,01/26,367,48272.72,4485.72
1643,5584316265589823,1874,06/34,458,22328.52,49192.62
1644,180003840938886,1473,01/30,828,5446.9,9889.59
1645,3533868967887647,821,08/30,686,43957.2,37194.98
1646,676163002634,1123,10/28,1313,13616.79,32229.65
1647,5204464507507839,42,09/26,710,17878.25,34934.92
1648,4408675418180608985,2857,10/30,9096,21352.37,24043.05
1649,6011894069893360,1135,01/26,602,46799.07,6853.92
1650,180019160997914,1624,04/31,865,36298.05,32615.5
1651,2222465495435417,1718,11/25,067,4755.71,30599.2
1652,4783277103633,2348,07/25,105,29813.69,31440.43
1653,2254806241943462,359,12/28,908,5174.42,36671.33
1654,4892752946217014,174,08/25,704,7142.46,48931.24
1655,4261807039883347,1864,03/28,711,12993.68,19838.85
1656,213133055316246,1160,01/33,557,30330.37,5848.85
1657,4124591403598528136,2100,10/34,227,20466.69,31898.41
1658,4734626655074077285,1203,09/25,239,21311.09,20822.9
1659,4942496783936,1564,06/29,365,46238.03,38914.18
1660,30141332675491,1452,03/34,697,43293.85,8303.86
1661,180044480926179,2193,09/31,010,43147.9,39560.82
1662,3509890901722789,1422,09/31,748,43560.3,10945.51
1663,3570727459296325,324,04/32,711,27624.34,6507.42
1664,676363555944,626,09/27,407,39237.68,15395.91
1665,2231037562273945,1473,07/33,886,45052.86,44264.79
1666,584618815362,676,04/27,697,45969.87,7999.45
1667,3517366061462722,2437,10/30,1440,36938.26,33496.91
1668,3570566707140343,650,12/31,706,9818.31,25727.26
1669,4540463205852531140,2067,10/25,748,20589.33,2268.27
1670,4449980140430380025,856,10/32,695,14799.24,7543.38
1671,4221915753561187879,2136,06/25,447,24023.05,42002.01
1672,3576400444725758,2611,09/28,287,30867.09,5020.59
1673,213122463473236,342,07/30,3686,1308.07,14101.45
1674,30248165033241,1771,01/28,114,30997.52,27237.42
1675,6508724468326748,1424,05/27,360,14074.47,35496.63
1676,4803085652855356,38,08/33,779,49920.35,5919.09
1677,502010207681,1012,04/31,989,5549.22,368.17
1678,180000453857437,691,12/25,594,46087.43,5262.67
1679,4738564904008550,819,06/31,8359,37232.0,11519.39
1680,502087780727,622,07/26,400,18644.65,8095.98
1681,341540989387207,2350,11/32,3467,39668.62,42422.19
1682,180047432721861,556,09/26,520,15754.74,21634.79
1683,4942602651598025055,2068,07/26,648,47676.84,15183.26
1684,676264685170,1078,09/28,149,34852.73,32266.43
1685,180084497521670,2877,04/31,582,15141.94,38883.17
1686,4118717427065883,2453,04/26,545,26551.02,39035.43
1687,213153838114239,1446,03/31,267,5206.65,41189.15
1688,4659133851157890737,41,08/31,602,20703.73,31671.26
1689,343274873087396,440,05/27,024,39405.01,10065.37
1690,38064770601542,2190,09/34,7037,13507.41,38576.99
1691,4349344639551,2024,10/27,613,14958.58,14254.05
1692,2509453756147354,265,11/31,4076,21327.79,10947.02
1693,3534266372660684,19,05/33,3654,28099.8,31047.12
1694,2376483707750949,2605,07/25,909,20326.33,40571.78
1695,4789323244677030,2608,08/28,519,5269.44,18737.93
1696,4269819766269,883,03/34,099,32243.42,33050.53
1697,060455605760,1821,08/30,827,28039.2,1680.03
1698,347530757151756,2654,07/28,369,8115.42,11836.41
1699,4297614511605562,1724,12/32,860,48405.0,17266.61
1700,375798393345752,2869,12/30,641,28741.55,1839.73
1701,4538234830219778,2619,03/26,105,18647.9,3156.72
1702,4553718256531146,1595,04/29,8761,40364.56,7301.46
1703,4642805890638735,1422,07/32,748,7503.72,45786.38
1704,3591895104915873,1468,10/27,156,1375.13,7831.25
1705,4644011977924753,1801,03/30,222,3094.65,21706.16
1706,584129420918,7,11/33,837,43746.94,10129.26
1707,2268019873044070,1814,11/29,503,13820.9,47664.09
1708,3521533001870363,1513,03/34,590,43666.3,40604.29
1709,4560690780075240,1147,08/31,157,13708.44,48087.53
1710,4396004878968235,1178,11/27,867,39925.77,21030.03
1711,502041213211,1402,04/30,985,49181.69,49416.47
1712,2716602507322687,900,01/35,671,28586.27,4069.46
1713,4378888803461627,836,05/29,810,1746.84,41837.92
1714,3514648866272122,1337,08/27,054,21375.51,42274.47
1715,180003571042452,948,05/26,343,41780.54,6483.12
1716,676301405905,2085,05/26,478,42712.5,43091.99
1717,2471530704509415,1298,10/29,603,29729.82,44172.85
1718,3583533861403243,221,05/25,988,16386.0,47799.02
1719,3556706847541277,818,05/26,212,9422.67,34482.7
1720,3573661733078554,2802,10/33,503,37703.31,10284.48
1721,4211229452749171,29,10/34,220,37483.41,36278.98
1722,4702729149199405,1605,12/25,834,40696.51,20737.0
1723,6011278921169971,1920,01/33,688,14505.33,42756.51
1724,3588876276336192,1458,12/30,345,34884.78,12839.78
1725,4530405295967,2059,01/29,830,11248.79,11272.9
1726,4842831667859229,301,01/26,321,37718.56,10945.55
1727,3591432612356448,281,01/35,803,21190.73,23410.67
1728,4331629589552,429,02/35,660,21448.38,37850.32
1729,36503558898400,2707,08/31,083,19553.05,45036.58
1730,4151760287625725,1612,06/30,963,29124.05,35489.57
1731,2251917896626386,700,07/32,841,15845.2,33727.83
1732,38359601672484,832,06/32,706,25611.49,35015.98
1733,3582883772176904,728,09/30,860,3524.89,27788.89
1734,060483733972,144,08/29,0191,29355.13,12722.4
1735,4408522450881241,2053,01/31,137,40818.3,19162.04
1736,4927380992602,606,04/34,656,38983.02,8673.88
1737,348770968713254,2179,11/31,214,15044.64,5849.22
1738,3591974745973748,2672,10/32,146,44274.26,43134.19
1739,36564096001279,2099,11/25,131,22180.01,41539.61
1740,3582610564732424,483,11/29,056,34655.98,45371.22
1741,6011409866270546,657,09/30,693,15511.51,38111.07
1742,3528815592611949,2561,04/33,863,30400.71,24056.32
1743,4825168719251600606,2574,05/31,526,2789.26,42881.04
1744,6011684896625824,1188,01/29,123,23726.91,6440.61
1745,4354283220363333,2626,07/28,421,24989.07,47441.68
1746,4554094340918,2324,12/27,452,6332.03,22736.03
1747,4555059392899289,87,11/26,780,6512.63,22134.99
1748,180063660893439,824,07/29,640,18287.29,22615.45
1749,4718590160605,2925,12/25,442,35229.96,43251.29
1750,6011786220347965,2672,10/30,242,33147.51,19118.32
1751,6510637353061830,1449,10/28,716,2812.6,13835.82
1752,4712803237885668,2691,03/29,773,8831.19,37943.15
1753,5205619459803200,362,12/28,121,36995.79,801.06
1754,2251084584632745,1145,06/28,633,5336.37,27577.79
1755,5326468664443418,676,12/29,738,2451.95,8470.57
1756,4685420083177687,2156,12/25,0828,46690.76,13942.75
1757,180068692798639,1489,11/34,135,21443.74,820.84
1758,4295969944837063,780,02/30,126,37351.17,22979.48
1759,4565870081041142469,1561,09/31,573,37689.91,34102.31
1760,2711831178331850,2520,06/28,181,47109.93,39329.34
1761,4777627774010,108,12/33,799,27871.39,12529.58
1762,213118543858313,834,05/27,852,47115.56,20042.45
1763,376569540133253,1751,01/34,3520,14991.61,29367.88
1764,3540754148165262,1645,05/28,767,38215.34,36233.14
1765,4598324493802587597,1298,02/29,684,48826.34,3866.51
1766,4962589936170075,2576,02/31,988,32052.63,49952.6
1767,4686553303507041,2596,10/34,023,19760.67,19847.5
1768,501856223265,2969,02/32,332,2816.9,13154.27
1769,4675644989214255672,166,06/27,415,19760.84,46408.57
1770,4741340281570,1575,10/27,401,33922.86,39911.78
1771,4936873254513890135,1480,12/25,147,7002.34,48094.86
1772,675934830158,880,03/34,272,29487.12,31513.11
1773,4962473211701,778,03/35,504,16333.55,45242.38
1774,6590462098771806,2581,02/28,130,39845.27,22917.45
1775,6544419139536595,262,09/30,519,15796.76,13505.39
1776,4597767711999552,2169,08/25,973,34265.28,21484.06
1777,639041219580,2985,09/26,666,17579.85,19062.47
1778,4732205631953215,2641,12/29,859,35551.93,48754.41
1779,180055740470717,2384,01/27,6238,22738.86,47779.28
1780,373164551941944,2823,01/33,761,45954.76,31706.97
1781,213154767301797,2097,05/27,235,35783.63,30372.18
1782,2284930223477804,1324,03/25,303,26365.84,22855.76
1783,2420444312203233,2089,12/33,506,27144.27,1365.81
1784,4203493417804428,2534,05/25,980,13857.29,23772.32
1785,180040015915216,1903,09/34,970,34403.0,35126.77
1786,6503138937160239,2404,05/27,218,15359.16,30450.9
1787,4221602634337,1445,11/31,732,12201.33,9597.96
1788,5586731309306703,2162,09/27,825,20454.27,48044.29
1789,6520203886953817,490,08/30,9257,34301.72,46422.29
1790,4846324109799340,593,11/29,733,15902.35,47356.24
1791,6011784129054238,1134,02/27,484,11411.23,33447.63
1792,630475194258,1532,02/34,617,48829.02,19397.02
1793,4889271288328,589,08/32,570,17871.09,19077.52
1794,6011427626384746,1413,10/29,185,15094.44,49386.44
1795,213158439008490,2235,10/33,827,32099.64,17908.27
1796,577035837407,1787,02/28,525,49547.09,8688.07
1797,30245323733936,508,11/29,791,30851.45,16150.14
1798,4498534955141022,1756,10/34,779,39056.46,1205.62
1799,676145739998,1007,01/28,832,49396.92,10233.61
1800,6577196453330546,1685,07/27,739,44838.51,20197.17
1801,4867359973037,797,12/34,812,40212.01,1685.84
1802,348109743022469,1634,11/33,681,20197.02,34026.38
1803,4088117032423215601,450,08/29,989,46086.91,1029.93
1804,3562438384226300,385,12/27,7890,10017.33,42593.53
1805,180070707298027,198,01/29,001,7090.51,39280.97
1806,4270805711760768337,502,01/30,270,11893.27,20731.54
1807,3554770163494935,1911,10/33,736,1129.38,42197.92
1808,213143525605599,1753,06/31,192,48638.42,25009.48
1809,6575348977437867,1809,01/26,211,9157.82,28165.95
1810,4300345241335,1054,03/29,053,26407.09,39922.77
1811,3590480094423617,1574,03/35,809,43196.76,11282.79
1812,6011915101304163,1406,10/33,336,2758.98,29978.74
1813,4598837543643,546,04/25,809,25379.43,49237.7
1814,4010212226430,2945,08/25,847,47663.48,47889.24
1815,30478882654579,411,09/30,913,30148.11,34012.81
1816,38653122035837,2988,06/33,610,25981.63,20480.21
1817,6011890503830513,23,06/27,756,40932.87,21887.37
1818,676172975499,2133,05/28,5053,5840.9,28858.47
1819,6551412567551665,2279,08/27,9818,36821.09,22840.26
1820,30317754518621,2673,02/31,243,9802.73,9366.34
1821,4022204189646619,2630,06/29,152,38484.63,11683.31
1822,346297163913150,348,12/31,291,41099.48,25477.78
1823,3500771474457632,741,08/25,206,41875.87,2612.41
1824,676260595415,1532,09/32,170,22700.43,41466.94
1825,30428851135332,2632,04/32,441,25343.91,36141.7
1826,3560231800862663,218,06/34,566,19758.51,23684.27
1827,213139684960064,655,01/34,257,39418.76,10907.18
1828,060475420901,26,04/32,224,12034.58,10362.36
1829,4702981848974600,1504,08/30,916,25373.85,34012.84
1830,371407139682783,524,03/26,768,12232.18,26860.45
1831,342557782220616,2044,10/32,739,39764.6,38576.15
1832,4159527659078144,1057,04/32,775,18876.72,23409.5
1833,3567991075241769,2994,05/31,097,24074.98,46626.23
1834,30216425090673,2055,03/34,840,2573.62,49148.19
1835,4358300204800806120,1058,08/32,140,8080.25,36132.71
1836,4085224198595,2139,06/29,950,8152.73,45084.96
1837,3554176981880414,9,06/29,445,4386.17,13911.92
1838,6581217298573936,1681,04/28,533,15247.05,28601.09
1839,630448605562,1762,10/25,223,26526.05,27161.87
1840,4827739313833150,101,11/34,045,8741.52,31426.87
1841,3555971297170446,2078,04/31,239,49810.82,13323.11
1842,2720820090742061,2178,01/34,019,39855.89,34569.25
1843,213141376686676,2406,07/31,287,48663.45,2843.75
1844,676307437985,2626,05/33,184,47283.65,42.85
1845,180081461177786,54,04/33,184,21383.25,24907.06
1846,2276781836790616,1573,06/31,389,41657.32,28730.32
1847,4566321707850938562,570,10/33,900,34661.99,37156.9
1848,2237563180220061,1674,04/28,674,9667.11,13971.66
1849,3507932625252453,2996,09/27,788,5013.87,41664.93
1850,4067068074012773,2422,12/34,174,49098.26,1364.99
1851,180091133649351,2284,01/31,970,12334.64,852.68
1852,3515207171672762,620,03/29,193,6866.57,2232.48
1853,3500769502664096,2264,08/26,917,26229.75,1866.28
1854,581056167017,2930,04/25,418,6802.12,26462.21
1855,213130285147433,1287,03/26,120,35296.14,23117.94
1856,3524330549776351,680,02/29,170,22554.0,36262.67
1857,30326128936633,1805,08/25,381,5960.5,46233.68
1858,3542194967837279,1161,07/28,191,10097.09,36906.23
1859,4578353679468154,1661,04/28,263,34694.57,32749.41
1860,6541687597332482,122,11/30,839,22893.78,3710.47
1861,4723434352249055,2899,10/31,286,35053.95,2573.25
1862,4987337475303181,2465,09/33,233,44841.52,5728.9
1863,6011523305219714,18,10/32,937,16460.03,29496.7
1864,2243001214304165,2491,04/32,724,5451.47,2614.2
1865,2295532042019929,1197,11/27,189,17261.56,3463.7
1866,4257948852789561,2571,09/34,247,24879.3,30867.27
1867,3501818188253580,1422,12/26,5042,36862.36,47801.69
1868,4491942657716,2569,11/27,313,47820.82,33983.92
1869,4943929305157556,1972,11/27,339,23124.56,33604.7
1870,30071886460703,1697,06/31,202,6370.22,32247.89
1871,2252347445402601,2862,03/34,222,9014.54,9596.32
1872,343812551540648,2573,09/29,6331,49009.46,5742.27
1873,4042003371440397677,893,01/34,728,8396.34,23845.95
1874,374960092859431,2427,06/31,312,49605.44,15704.56
1875,3539715723364623,220,05/34,539,9198.93,35859.07
1876,3526182742553071,929,08/29,634,48411.25,48937.99
1877,3577841292190935,2108,11/30,650,29105.31,38983.31
1878,6510539333981899,345,02/27,188,12802.51,33782.9
1879,4101521257166806,884,03/29,814,25653.96,8753.56
1880,3585955922537974,2932,05/27,616,23417.1,18734.82
1881,3586514987197635,1979,06/33,206,42735.75,25825.88
1882,4976288049438921626,73,05/30,723,40505.14,7319.83
1883,6529214898846890,1287,03/31,0506,11951.81,48109.5
1884,4719355759661154727,2229,08/30,101,16455.9,7574.18
1885,3560358303712424,376,08/28,329,42348.55,11064.26
1886,340982699880678,618,06/26,673,19280.2,46440.45
1887,3587546167687679,2138,10/31,545,33999.25,16398.58
1888,180048798695715,578,07/30,902,47966.42,48372.54
1889,4836415781200329875,2191,08/25,072,45480.99,20713.95
1890,4992034469985,165,10/26,478,36737.96,43961.93
1891,180056272408877,2070,11/27,616,37825.85,41474.64
1892,4941110778363,2465,12/25,539,23969.55,26594.81
1893,373674166219841,2126,07/31,715,18927.3,37819.91
1894,213130037113089,1930,07/29,185,21171.57,36158.44
1895,180041735312569,2873,09/31,429,45637.88,48244.41
1896,342082265809256,1117,12/26,135,32489.08,45560.95
1897,30530307772616,1750,11/25,193,35178.89,15098.11
1898,180079241782354,2260,03/29,7770,42441.93,1449.27
1899,4803181317721,946,09/33,423,16759.64,16944.91
1900,4501940569872495,1883,12/33,300,20722.18,32672.33
1901,4553000692443479,144,07/34,1325,3647.61,47801.3
1902,30528473443756,1233,03/29,142,32841.39,48073.72
1903,639093198377,915,12/32,804,11651.91,10800.0
1904,4336968188936665,2599,02/34,483,15097.12,48594.59
1905,4636745060282,1285,03/35,580,27809.74,27471.06
1906,4287516049892046,19,04/26,064,30490.03,46496.4
1907,6011929315107148,579,08/25,516,23442.17,2104.96
1908,3591131507179804,731,01/35,684,19433.35,9619.0
1909,4002330232473,2636,03/29,681,4671.85,5554.64
1910,38558877504830,2160,12/34,390,9714.9,16520.3
1911,30297366953244,2600,10/28,192,45873.16,49859.67
1912,4244572640563,2738,10/27,417,27691.37,11117.77
1913,4602268952446,334,11/32,481,40660.81,3704.59
1914,4280783493681,2931,10/27,609,19654.83,21280.02
1915,4684037664931257,2233,12/27,188,7741.93,17558.57
1916,4961303114292135409,2584,09/33,708,30037.72,37183.24
1917,213118075173974,345,11/30,189,10473.56,42597.98
1918,6011393387162608,106,01/33,721,2142.53,34483.92
1919,5249957726728745,1157,05/26,300,43521.88,29357.63
1920,4632677687228265,2642,12/27,572,8484.46,46360.61
1921,4804495931556924,698,04/32,0518,48214.71,9069.12
1922,4169473068649415,377,11/26,785,32153.69,38192.06
1923,4044646858628366077,2044,09/26,981,44683.66,37717.13
1924,346908019146122,78,05/30,061,12204.67,43292.41
1925,180091389784258,754,07/27,203,27776.3,38228.66
1926,3505668957225095,1166,11/28,821,24108.37,45313.78
1927,4264031826549931,974,04/25,889,20040.3,6985.71
1928,3506025895476463,241,05/26,471,21906.11,33011.82
1929,6011148232044801,2030,07/31,583,35069.08,88.76
1930,3542642679785103,19,12/34,557,38239.4,3985.82
1931,3526819691637369,2943,08/28,745,43477.01,26297.37
1932,6011605500116546,2577,04/31,723,23268.52,11939.73
1933,4138822541675686,1878,10/33,921,33265.3,44588.73
1934,4534483562952295920,2692,07/31,753,16792.89,30479.73
1935,3570713846255687,2790,05/26,2404,36340.83,2632.57
1936,3540831755208310,1258,10/29,717,16779.1,46214.3
1937,180077129788790,2455,01/29,052,43011.64,33684.26
1938,3572932755407281,45,08/27,378,35442.1,25582.69
1939,213175896252403,214,04/30,596,3844.44,28837.34
1940,180047404740956,771,10/32,2289,25040.52,14615.73
1941,370427125080488,841,03/29,034,49409.87,18716.6
1942,3506727784326317,1267,02/26,342,43882.37,1689.02
1943,3512772981598740,2660,12/34,035,12342.29,3620.25
1944,3518484318172967,2251,04/32,826,13321.43,19358.01
1945,4010802674713218,2231,11/34,308,9849.42,17315.26
1946,36764909876467,956,09/27,810,21255.49,20554.39
1947,2720102270195711,1332,05/33,400,33537.97,43900.48
1948,6011024095052134,2554,09/34,443,34773.43,19453.47
1949,38185065595881,1606,09/25,149,18972.17,37145.05
1950,4322925311204058728,264,04/28,773,43742.15,23272.31
1951,4492479231677,1564,09/25,1344,1747.56,12505.61
1952,3552958675247410,1950,09/28,252,19934.55,15941.3
1953,4997344394378853563,2566,09/27,467,41675.65,29223.73
1954,3534623350694228,1900,11/26,438,23697.23,32176.21
1955,501894886206,121,10/30,159,23943.32,21537.96
1956,6582124398320888,911,07/34,629,4754.6,43779.63
1957,3503039861032690,604,04/34,371,26357.98,22191.81
1958,344469957367032,669,03/34,092,2839.44,2461.83
1959,180075517569301,788,11/32,395,32191.51,29653.61
1960,371864810934794,1326,10/33,800,45065.32,18464.9
1961,2397324592298138,776,08/29,730,34761.16,4110.84
1962,30077712504747,436,05/29,086,28566.8,41831.76
1963,4699120570678459779,2030,12/32,915,12155.68,23306.65
1964,2266020898080539,611,05/27,720,10473.79,41823.42
1965,2259190566018332,2801,12/27,404,4124.01,37526.19
1966,3535117736046087,2373,07/33,125,3647.26,49218.23
1967,30014227527590,2180,12/26,578,23540.81,11070.37
1968,6586749806892007,413,02/28,127,41748.28,5319.54
1969,4448738577219,1619,10/30,747,40025.17,22958.15
1970,4333407781885481726,479,12/32,603,20067.84,40400.87
1971,213114108373301,1732,08/25,437,34781.1,17431.31
1972,379550605301503,1752,01/27,102,7507.57,20555.42
1973,3524575746409350,2907,04/32,425,21469.22,11135.31
1974,3504249031179854,160,07/28,848,9731.31,9666.74
1975,4233032743034,1747,03/29,504,25014.35,47893.16
1976,4486320402756851307,40,05/32,053,18783.91,16969.53
1977,3570692556433686,1097,05/30,2600,1355.45,1301.27
1978,3522130930132194,56,10/26,674,15078.78,40480.06
1979,4023987469804,2955,04/32,145,12572.47,9745.99
1980,30346530197210,477,09/31,016,5583.09,19291.95
1981,4820146290132,1336,10/29,663,16302.38,26171.13
1982,379949281708652,1563,07/27,492,43544.94,25924.19
1983,4059118427147,1587,08/25,909,26976.23,37981.57
1984,4103016325349383,2626,02/35,343,15218.34,37220.2
1985,30268521340460,502,11/32,928,31587.59,38739.36
1986,2519758548506552,982,08/28,403,28381.57,1368.2
1987,4253971235738166,1751,04/34,234,5730.36,35130.1
1988,4536996825796802184,336,10/27,745,9796.94,27563.88
1989,180055710735271,2303,07/31,244,33766.16,37886.44
1990,30298294050590,788,08/28,297,20937.45,878.0
1991,4826204804879593,876,11/30,224,30158.84,8059.31
1992,4942860173040437,2321,08/28,924,7941.72,17294.31
1993,4323113430443,748,02/27,854,17358.74,39401.67
1994,2290741876200068,2502,09/25,141,46025.52,43021.96
1995,30374490770859,2066,02/32,926,7254.51,44241.66
1996,3562485182728391,2015,01/30,543,41814.71,42967.17
1997,4230858538086435,1056,09/32,650,32963.34,35375.0
1998,3593056595928754,339,02/30,347,33102.73,14885.88
1999,3538027646147171,641,01/29,061,48092.99,46136.66
2000,342453275354817,1068,01/26,086,38858.28,36028.69
2001,639003415044,2223,05/33,286,6818.26,8173.64
2002,4431006031064015,1368,04/30,494,33329.82,28489.01
2003,213119762440288,1391,11/31,917,10815.76,14281.01
