account_no,cust_id,balance,type,creation_date,status
1004856,2421,27459.66,current,2004-01-16,active
1004857,2422,376921.4,current,2025-01-14,active
1004858,2422,33515.42,saving,2024-12-10,active
1004859,2423,633405.64,saving,2023-10-17,active
1004860,2424,702656.5,saving,2025-01-05,inactive
1004861,2425,914355.48,current,2022-12-26,active
1004862,2425,761893.5,saving,2021-09-02,inactive
1004863,2425,851376.47,current,2017-12-08,active
1004864,2426,729733.75,current,2011-12-13,active
1004865,2426,555336.29,saving,2014-02-09,active
1004866,2427,867114.46,current,2019-08-14,active
1004867,2427,436882.17,current,2020-04-16,active
1004868,2427,264933.61,current,2022-04-24,active
1004869,2428,190053.64,current,2017-01-05,active
1004870,2429,57891.7,saving,2015-10-05,active
1004871,2429,137528.96,saving,2024-05-27,active
1004872,2430,144197.05,current,2017-03-14,active
1004873,2431,484445.69,current,2014-06-25,active
1004874,2431,565502.51,saving,2007-02-22,active
1004875,2432,993293.23,current,2016-03-22,active
1004876,2432,989087.87,current,2016-07-28,active
1004877,2432,40901.56,saving,2023-11-02,active
1004878,2433,47740.28,current,1999-11-12,active
1004879,2433,87182.78,current,2007-01-09,active
1004880,2434,675542.24,current,2025-01-11,active
1004881,2434,336054.93,saving,2025-01-14,active
1004882,2434,540971.9,current,2025-01-12,active
1004883,2435,260890.95,current,2024-12-23,active
1004884,2435,147191.66,current,2024-11-12,active
1004885,2436,710406.5,current,1982-12-07,active
1004886,2436,915363.45,saving,2012-10-15,active
1004887,2436,796260.22,current,1991-08-12,active
1004888,2437,120966.85,saving,2025-01-22,active
1004889,2437,354239.89,saving,2025-02-20,active
1004890,2438,844135.07,current,2010-10-17,inactive
1004891,2438,876955.3,current,1991-01-19,active
1004892,2438,533140.5,current,1998-02-02,active
1004893,2439,185499.19,saving,2024-01-14,active
1004894,2439,624384.95,current,2019-05-12,active
1004895,2439,479656.76,current,2015-08-10,inactive
1004896,2440,590349.76,current,2025-02-27,inactive
1004897,2440,181630.15,current,2025-01-25,inactive
1004898,2441,593391.75,saving,2025-03-13,active
1004899,2442,429809.16,current,2024-12-18,active
1004900,2442,436506.89,saving,2025-02-05,active
1004901,2443,829337.56,saving,2020-04-20,active
1004902,2443,526000.25,saving,2012-01-16,active
1004903,2443,861517.41,saving,2024-11-28,inactive
1004904,2444,950071.26,saving,2011-06-11,active
1004905,2445,377563.15,current,2016-11-02,inactive
1004906,2445,552799.22,current,1994-03-07,active
1004907,2446,276660.51,saving,2023-12-09,active
1004908,2447,521061.59,current,2025-01-17,inactive
1004909,2447,471402.33,current,2022-03-09,active
1004910,2448,863957.75,saving,2023-06-20,active
1004911,2449,16839.33,saving,2024-12-30,active
1004912,2449,363739.87,saving,2024-10-04,active
1004913,2449,665276.74,saving,2024-09-26,active
1004914,2450,983072.1,current,2022-04-04,active
1004915,2450,906377.77,saving,2022-08-25,active
1004916,2450,76300.21,current,2023-07-01,active
1004917,2451,449030.63,current,2024-09-16,active
1004918,2451,642541.36,current,2017-12-17,active
1004919,2451,214061.92,saving,2009-03-11,active
1004920,2452,275746.0,current,2021-01-17,active
1004921,2452,91465.73,saving,2021-06-19,active
1004922,2452,649204.31,current,2022-07-06,active
1004923,2453,117934.12,saving,2025-03-10,active
1004924,2454,749343.0,current,2024-09-05,active
1004925,2454,920886.74,saving,2022-08-20,active
1004926,2455,574656.0,saving,2014-04-25,inactive
1004927,2455,224070.14,saving,2014-03-20,active
1004928,2455,413414.26,saving,2016-10-29,inactive
1004929,2456,768112.69,current,2024-06-09,active
1004930,2457,857529.9,current,2020-04-20,active
1004931,2457,500456.8,saving,2023-12-08,active
1004932,2458,589129.97,current,2016-12-29,active
1004933,2458,80991.06,current,2004-03-14,active
1004934,2459,109429.66,current,2023-02-15,active
1004935,2459,14584.92,saving,2020-03-09,active
1004936,2460,517917.52,current,2024-11-14,active
1004937,2460,560009.76,saving,2024-12-08,active
1004938,2460,992684.98,current,2024-11-18,active
1004939,2461,7269.59,current,2024-12-17,active
1004940,2461,583145.78,current,2025-02-09,active
1004941,2461,621186.97,saving,2025-02-24,active
1004942,2462,498544.99,saving,2025-02-23,active
1004943,2463,405662.53,current,2024-08-09,inactive
1004944,2463,352689.97,saving,2018-04-17,active
1004945,2464,57493.97,saving,2024-11-17,active
1004946,2464,157026.13,current,2024-10-03,active
1004947,2464,618038.55,saving,2024-04-29,active
1004948,2465,998498.52,current,2024-09-12,active
1004949,2465,581988.66,saving,2014-08-10,active
1004950,2465,650276.49,current,2024-07-28,active
1004951,2466,348740.81,current,2012-07-30,active
1004952,2466,433921.31,current,2023-06-10,active
1004953,2467,706099.66,current,2024-03-30,active
1004954,2467,685586.42,saving,2024-12-18,active
1004955,2467,254854.2,saving,2024-06-10,active
1004956,2468,189277.83,current,2014-10-03,active
1004957,2468,608271.55,current,2009-02-25,active
1004958,2468,250726.01,saving,2011-08-24,inactive
1004959,2469,99599.25,current,2024-07-10,active
1004960,2470,496130.68,saving,2017-11-27,active
1004961,2470,217940.97,current,2017-06-24,active
1004962,2470,733094.54,current,2023-12-16,active
1004963,2471,783934.45,current,2024-03-27,active
1004964,2471,921530.31,saving,2024-09-17,active
1004965,2471,169658.73,current,2022-06-21,active
1004966,2472,895082.74,current,2014-06-02,active
1004967,2472,170562.52,current,2009-09-05,active
1004968,2472,313637.12,saving,2014-06-28,active
1004969,2473,848734.75,current,2024-09-27,active
1004970,2474,296333.83,saving,1998-07-24,active
1004971,2474,254163.28,saving,2008-07-17,active
1004972,2474,324340.7,current,2001-08-18,active
1004973,2475,817442.86,saving,2023-07-01,inactive
1004974,2475,76856.84,saving,2023-10-08,active
1004975,2475,162879.52,current,2025-02-01,active
1004976,2476,191874.1,current,2012-07-01,active
1004977,2477,579543.13,current,2024-09-02,active
1004978,2477,148853.98,saving,2024-03-23,inactive
1004979,2478,670193.27,saving,2024-10-20,active
1004980,2478,729227.97,saving,2024-05-31,active
1004981,2479,318768.4,saving,2022-04-15,active
1004982,2479,134164.61,saving,2023-03-25,active
1004983,2479,878408.11,saving,2024-09-05,active
1004984,2480,125735.1,current,2023-10-17,inactive
1004985,2480,414118.72,current,2024-08-08,active
1004986,2480,693047.57,saving,2023-01-02,inactive
1004987,2481,685938.96,saving,2021-02-07,active
1004988,2481,180223.58,current,2013-04-14,active
1004989,2481,392003.73,current,2016-11-12,active
1004990,2482,862739.85,current,2024-02-28,active
1004991,2482,22785.38,current,2020-07-10,active
1004992,2482,89658.7,current,2022-08-18,active
1004993,2483,446924.24,current,2012-12-31,active
1004994,2484,19962.32,current,2004-01-02,active
1004995,2484,22604.74,saving,2009-03-25,active
1004996,2485,469379.93,current,2020-08-17,active
1004997,2485,38941.03,current,2014-12-01,active
1004998,2485,793920.71,saving,2021-02-05,active
1004999,2486,501690.8,current,2020-12-18,active
1005000,2486,446582.08,current,2021-09-25,inactive
1005001,2486,406043.8,current,2023-04-01,inactive
1005002,2487,179382.76,saving,1995-01-10,active
1005003,2488,553255.96,saving,1989-08-01,active
1005004,2489,673198.23,current,2023-05-15,active
1005005,2490,965644.88,current,2017-10-05,active
1005006,2490,268819.15,saving,2019-04-20,active
1005007,2491,483571.83,current,2022-11-03,active
1005008,2491,923701.4,saving,2023-02-01,active
1005009,2492,633249.39,current,2017-09-30,active
1005010,2492,706188.87,saving,2008-01-26,active
1005011,2492,876542.67,saving,2001-04-10,inactive
1005012,2493,982979.37,saving,2014-09-26,active
1005013,2493,607431.17,current,2017-02-15,active
1005014,2493,338832.92,saving,2012-04-10,active
1005015,2494,210352.57,saving,2023-06-23,active
1005016,2495,235588.08,saving,2017-07-19,active
1005017,2495,406986.55,saving,2008-08-01,active
1005018,2495,738174.33,current,2021-08-12,active
1005019,2496,180112.07,saving,2024-02-07,active
1005020,2496,990170.14,current,2025-02-02,active
1005021,2497,239080.09,saving,2021-04-11,inactive
1005022,2498,114035.31,current,2023-08-28,active
1005023,2499,114256.13,current,2013-06-12,active
1005024,2499,377308.31,saving,2007-03-28,inactive
1005025,2500,402746.03,saving,2025-02-20,active
1005026,2500,457069.9,current,2024-12-13,active
1005027,2501,882360.6,current,2022-09-05,inactive
1005028,2501,318800.79,current,2012-03-11,inactive
1005029,2502,752498.54,saving,2024-09-06,active
1005030,2502,90969.05,current,2024-06-23,active
1005031,2502,16261.23,current,2023-04-23,active
1005032,2503,680014.7,current,2021-03-01,active
1005033,2503,328431.88,current,2010-12-23,inactive
1005034,2504,923669.86,current,2024-01-05,inactive
1005035,2505,108141.27,saving,2013-04-03,active
1005036,2505,35935.84,current,2021-08-12,inactive
1005037,2505,299360.92,current,2022-12-22,inactive
1005038,2506,591626.3,current,2003-11-09,inactive
1005039,2506,965366.02,saving,2003-02-26,active
1005040,2506,705109.97,saving,2000-10-18,active
1005041,2507,652022.12,saving,2015-12-06,active
1005042,2508,284214.01,saving,2013-01-17,active
1005043,2508,377643.24,saving,2018-09-13,active
1005044,2508,836996.43,current,2023-04-19,active
1005045,2509,276330.22,current,1998-06-11,active
1005046,2509,434567.01,saving,1993-03-18,active
1005047,2510,219521.22,current,2023-09-11,active
1005048,2510,121964.35,saving,2021-05-18,active
1005049,2511,217135.77,current,1977-05-03,inactive
1005050,2511,250435.65,current,2005-09-16,active
1005051,2512,376034.32,current,2023-04-25,active
1005052,2512,665072.34,current,2017-09-18,active
1005053,2513,946816.46,saving,2021-05-18,active
1005054,2513,597044.1,current,2023-10-01,active
1005055,2513,617263.87,saving,2022-04-10,active
1005056,2514,966296.51,saving,2019-12-18,active
1005057,2514,57773.79,current,2023-10-19,active
1005058,2515,248074.3,saving,2020-04-13,active
1005059,2515,552899.11,saving,2022-02-03,active
1005060,2515,791300.55,saving,2019-10-29,active
1005061,2516,154223.85,current,2021-10-12,active
1005062,2516,815680.55,current,2013-05-16,active
1005063,2517,792912.06,saving,2021-03-09,active
1005064,2517,220433.19,saving,2014-06-17,active
1005065,2517,494562.63,saving,2020-05-30,active
1005066,2518,278958.03,current,2023-04-19,active
1005067,2518,2883.72,saving,2023-06-14,active
1005068,2519,153348.18,current,2014-10-01,active
1005069,2519,693061.0,current,2006-02-10,inactive
1005070,2520,422190.69,saving,1982-03-01,inactive
1005071,2521,441372.36,current,2019-04-10,active
1005072,2522,886924.04,saving,2025-02-05,active
1005073,2523,115453.63,saving,1988-12-27,active
1005074,2523,849207.1,saving,2013-05-23,active
1005075,2524,968520.67,saving,1996-08-30,inactive
1005076,2525,740546.31,current,2016-08-09,active
1005077,2525,823764.45,current,2013-10-31,active
1005078,2525,446541.79,saving,2024-09-20,active
1005079,2526,748113.88,current,2025-03-12,active
1005080,2527,421314.61,saving,2024-10-27,active
1005081,2527,693140.6,saving,2024-12-19,active
1005082,2528,332732.06,saving,1999-03-30,active
1005083,2528,415353.89,saving,2010-10-21,active
1005084,2528,357848.47,saving,2005-08-11,active
1005085,2529,514575.12,current,2001-07-01,active
1005086,2529,598476.92,current,1998-10-28,active
1005087,2529,285345.14,current,1992-09-21,active
1005088,2530,806163.53,saving,2013-01-04,active
1005089,2530,861493.48,current,2015-10-04,active
1005090,2531,633571.73,saving,2017-03-27,active
1005091,2531,625932.03,saving,2017-08-03,active
1005092,2532,461517.43,current,2005-02-09,active
1005093,2532,469000.77,current,2015-09-04,inactive
1005094,2533,767779.36,saving,2022-01-08,active
1005095,2533,883759.3,saving,2023-08-10,active
1005096,2534,860666.43,current,2021-12-29,active
1005097,2535,871332.84,saving,2025-02-01,active
1005098,2535,337929.97,saving,2024-09-28,active
1005099,2535,429683.31,current,2025-01-01,active
1005100,2536,131544.68,saving,2003-07-24,active
1005101,2537,793254.97,saving,2009-11-20,inactive
1005102,2537,24585.36,current,2008-10-29,active
1005103,2538,238492.16,saving,1999-04-11,active
1005104,2538,768142.04,current,2023-12-20,active
1005105,2538,602013.0,current,2001-08-28,active
1005106,2539,898287.72,current,2025-01-26,active
1005107,2539,696650.91,saving,2024-09-16,active
1005108,2539,449714.12,saving,2024-05-28,active
1005109,2540,395414.52,saving,2025-03-14,active
1005110,2540,288829.09,current,2024-12-01,active
1005111,2540,153274.58,saving,2024-10-16,active
1005112,2541,185742.43,saving,1988-06-11,active
1005113,2541,593335.08,saving,2000-10-30,active
1005114,2541,15871.39,current,2008-01-19,active
1005115,2542,984790.94,current,2017-06-14,active
1005116,2543,472861.43,saving,2022-07-07,active
1005117,2543,858045.02,current,2024-08-13,inactive
1005118,2544,175987.38,saving,2009-04-27,active
1005119,2544,100443.62,current,1995-12-02,active
1005120,2545,331092.51,saving,2021-04-01,active
1005121,2545,778010.26,current,2017-03-15,active
1005122,2545,296591.33,current,2018-10-26,active
1005123,2546,191320.47,saving,2016-07-21,active
1005124,2546,425390.11,saving,2022-01-14,active
1005125,2546,361345.81,saving,2022-07-29,active
1005126,2547,644594.94,current,2002-01-10,active
1005127,2548,667793.94,saving,2005-03-27,active
1005128,2549,94894.84,saving,2009-12-05,active
1005129,2549,801226.25,saving,1994-04-23,active
1005130,2549,28848.37,saving,1999-08-13,active
1005131,2550,721082.4,current,2011-03-21,active
1005132,2551,161213.08,saving,2024-04-16,active
1005133,2551,441079.07,saving,2015-11-29,active
1005134,2551,34698.32,saving,2010-07-19,active
1005135,2552,418333.0,saving,2020-04-20,active
1005136,2553,125043.66,current,2017-10-18,active
1005137,2554,629222.68,current,2022-01-31,active
1005138,2555,528468.69,current,2024-02-26,inactive
1005139,2556,234406.29,saving,2018-02-14,active
1005140,2556,965831.25,current,2016-02-03,active
1005141,2556,397887.2,saving,2019-05-29,active
1005142,2557,396025.96,current,2019-07-09,active
1005143,2557,563130.54,current,2023-08-14,active
1005144,2557,666705.8,current,2004-02-16,active
1005145,2558,281822.75,saving,2020-07-09,active
1005146,2558,162679.73,current,2020-03-20,active
1005147,2559,938037.2,current,2025-02-05,active
1005148,2559,174898.76,saving,2024-10-08,active
1005149,2560,618427.27,current,2009-06-11,active
1005150,2560,920608.36,saving,2016-10-03,active
1005151,2560,315521.33,current,2011-12-03,inactive
1005152,2561,620040.53,current,2024-05-06,active
1005153,2561,312801.57,current,2023-05-11,active
1005154,2562,794479.08,current,2023-01-10,active
1005155,2562,808545.19,current,2023-04-16,active
1005156,2562,738001.75,current,2025-03-04,active
1005157,2563,304197.83,saving,2025-02-28,active
1005158,2563,194328.38,current,2025-02-01,active
1005159,2564,171786.17,current,2024-06-23,inactive
1005160,2564,548704.46,current,2025-01-16,active
1005161,2565,937371.73,saving,2025-02-26,active
1005162,2565,917310.2,saving,2014-07-25,active
1005163,2566,508947.34,saving,2017-10-22,active
1005164,2566,166199.4,current,2024-10-17,active
1005165,2566,85709.94,saving,2024-11-16,active
1005166,2567,450116.51,saving,2024-04-15,active
1005167,2567,758658.79,current,2025-01-20,active
1005168,2568,183432.38,current,2019-12-30,active
1005169,2568,434458.68,saving,2012-06-16,active
1005170,2568,91858.13,saving,2014-09-23,active
1005171,2569,66946.78,current,2019-07-21,active
1005172,2569,205735.1,saving,2022-05-26,active
1005173,2570,291327.57,current,2025-02-21,active
1005174,2570,2667.13,saving,2025-02-14,active
1005175,2571,290391.7,current,2025-02-08,active
1005176,2571,119230.6,saving,2023-10-14,active
1005177,2572,886556.69,saving,2014-01-26,active
1005178,2572,352244.04,saving,2020-07-02,active
1005179,2572,811084.74,saving,2022-05-30,active
1005180,2573,161478.78,saving,2023-03-24,active
1005181,2573,283667.37,current,2017-08-05,active
1005182,2574,848161.26,current,2024-01-03,active
1005183,2574,238176.25,current,2023-11-15,active
1005184,2574,381639.29,current,2024-02-04,active
1005185,2575,708614.12,current,2021-02-28,active
1005186,2575,449175.09,saving,2023-06-21,active
1005187,2575,225975.56,current,2012-03-29,active
1005188,2576,74160.91,current,2023-09-22,active
1005189,2576,305735.7,current,2004-11-20,active
1005190,2576,878999.88,current,2012-12-23,active
1005191,2577,766348.22,saving,2024-05-18,active
1005192,2578,3414.11,saving,2023-01-22,active
1005193,2579,687124.89,saving,2022-02-28,active
1005194,2579,61842.19,saving,2009-04-15,active
1005195,2579,433316.47,saving,2022-04-21,active
1005196,2580,78055.76,current,2024-08-02,active
1005197,2581,850767.81,current,2024-08-02,active
1005198,2581,9054.4,current,2025-01-07,active
1005199,2581,471737.75,current,2024-09-11,active
1005200,2582,468991.14,saving,2019-07-03,active
1005201,2582,742024.06,current,2018-09-05,inactive
1005202,2583,676052.15,current,2025-01-30,active
1005203,2583,150718.9,current,2025-02-26,active
1005204,2584,76082.35,saving,2008-04-21,active
1005205,2584,424107.87,saving,2006-01-04,active
1005206,2585,444158.14,saving,2002-08-23,active
1005207,2585,807097.33,current,2024-06-22,active
1005208,2586,935707.39,saving,2016-02-10,inactive
1005209,2586,648744.38,saving,2017-02-25,active
1005210,2587,101815.02,saving,2020-04-19,active
1005211,2587,344423.35,current,2009-09-23,active
1005212,2587,353373.57,current,2024-10-12,inactive
1005213,2588,661911.13,current,2023-04-02,active
1005214,2588,191689.7,current,2022-02-23,active
1005215,2589,862737.85,current,2018-08-22,active
1005216,2589,539275.06,saving,2019-10-25,active
1005217,2590,491684.98,current,2024-12-04,active
1005218,2590,196353.86,saving,2024-11-26,active
1005219,2591,301925.99,saving,2009-06-14,inactive
1005220,2591,281278.42,saving,2013-07-08,active
1005221,2592,434714.81,current,2024-08-25,active
1005222,2592,938550.89,saving,2024-12-14,active
1005223,2592,993860.77,saving,2024-12-22,active
1005224,2593,172688.12,saving,2005-12-20,active
1005225,2593,4717.01,current,2004-06-03,active
1005226,2594,859281.39,current,1997-10-23,active
1005227,2594,954283.05,current,2002-12-22,active
1005228,2594,203597.76,saving,2009-08-30,active
1005229,2595,697003.79,current,2013-06-30,inactive
1005230,2596,78781.74,current,2024-04-27,active
1005231,2596,57452.73,current,2023-06-19,active
1005232,2596,747179.36,current,2024-03-05,active
1005233,2597,299091.95,current,2012-12-23,active
1005234,2597,478882.99,current,2010-03-30,active
1005235,2598,715402.51,saving,2024-07-13,active
1005236,2598,552690.52,saving,2022-10-11,active
1005237,2599,882247.73,current,2020-01-02,active
1005238,2599,752819.53,saving,2017-10-05,active
1005239,2600,263731.61,saving,2007-04-14,active
1005240,2601,769896.26,current,2011-08-27,active
1005241,2601,269669.66,current,2015-03-06,active
1005242,2602,830168.98,current,2024-09-13,inactive
1005243,2602,139212.11,saving,2021-08-21,active
1005244,2603,670986.49,saving,2021-10-26,active
1005245,2604,199729.53,current,2025-02-11,active
1005246,2605,975997.58,saving,2012-01-25,active
1005247,2605,262573.43,current,2023-02-12,active
1005248,2606,297072.34,current,2023-02-27,active
1005249,2606,918994.92,saving,2024-12-22,active
1005250,2607,808375.67,saving,2023-08-15,active
1005251,2607,382815.88,current,2018-03-29,inactive
1005252,2608,64449.88,saving,2019-03-29,active
1005253,2608,660516.18,saving,2007-08-14,active
1005254,2609,230440.96,current,2024-10-09,active
1005255,2609,401037.56,saving,2024-07-10,active
1005256,2609,972334.78,current,2023-04-06,active
1005257,2610,765346.17,current,2024-07-21,active
1005258,2610,243647.97,saving,2024-12-01,inactive
1005259,2611,450626.63,saving,2016-11-14,active
1005260,2612,282612.81,saving,2024-03-28,active
1005261,2612,470137.37,current,2023-02-17,active
1005262,2613,785169.92,current,2019-05-17,active
1005263,2613,137291.82,current,2020-07-08,active
1005264,2614,101871.56,current,2021-10-22,active
1005265,2614,340253.23,current,2004-08-05,active
1005266,2614,126007.98,saving,1998-04-09,active
1005267,2615,315255.66,current,2007-08-31,active
1005268,2615,97417.89,saving,2000-03-22,active
1005269,2616,387649.39,saving,2024-03-01,active
1005270,2617,135050.4,saving,2020-02-24,active
1005271,2618,414126.89,current,2024-10-29,active
1005272,2618,677413.44,current,2024-11-10,active
1005273,2618,530620.73,saving,2024-11-21,active
1005274,2619,523441.28,saving,2017-07-24,active
1005275,2620,282958.08,current,2016-04-25,active
1005276,2620,961934.98,saving,2016-08-30,active
1005277,2620,181858.91,saving,2024-10-31,active
1005278,2621,145119.78,saving,2025-01-10,active
1005279,2621,394411.07,current,2024-12-03,active
1005280,2622,855959.44,saving,1996-06-20,active
1005281,2622,31882.29,saving,1971-05-03,active
1005282,2622,208795.95,current,2000-11-07,active
1005283,2623,40099.86,current,2025-03-15,active
1005284,2623,806568.34,current,2024-05-21,active
1005285,2623,191704.08,saving,2024-08-02,inactive
1005286,2624,53139.44,current,2024-03-05,active
1005287,2624,951155.01,current,2024-06-18,active
1005288,2625,263468.82,saving,2025-02-23,active
1005289,2625,704696.47,current,2023-11-19,active
1005290,2626,490327.65,current,2013-07-27,active
1005291,2627,361295.57,current,2024-01-01,active
1005292,2627,364605.68,saving,2011-03-29,active
1005293,2627,161236.08,current,2021-05-05,active
1005294,2628,42526.61,current,2019-04-28,active
1005295,2629,326191.11,current,2008-02-17,active
1005296,2629,121947.49,current,1999-02-10,active
1005297,2629,151405.81,saving,1991-08-05,active
1005298,2630,284362.49,current,2025-02-08,active
1005299,2631,757653.26,saving,2025-03-03,active
1005300,2631,35069.23,current,2025-03-13,active
1005301,2632,774361.93,current,2024-12-19,active
1005302,2632,248935.58,current,2023-04-14,active
1005303,2632,406925.03,current,2022-07-21,active
1005304,2633,299989.38,saving,2016-01-11,active
1005305,2633,509514.43,current,2022-09-09,inactive
1005306,2634,101331.31,current,2024-07-12,inactive
1005307,2634,381038.37,current,2021-08-05,active
1005308,2635,951233.39,current,2016-08-06,inactive
1005309,2636,72373.49,current,2024-08-14,active
1005310,2636,139921.96,saving,2024-07-19,active
1005311,2636,141434.23,saving,2020-08-31,inactive
1005312,2637,348603.73,current,2023-08-04,active
1005313,2637,363892.3,saving,1997-10-03,active
1005314,2637,532074.26,current,2023-03-05,active
1005315,2638,70888.49,current,2018-07-19,active
1005316,2639,638556.81,current,2021-10-27,active
1005317,2639,791778.58,saving,1987-09-19,active
1005318,2639,586992.49,saving,2007-07-04,active
1005319,2640,445693.59,current,2023-10-28,active
1005320,2640,161321.69,saving,2021-03-31,active
1005321,2640,542568.72,current,2021-08-27,active
1005322,2641,848000.76,current,2022-03-26,active
1005323,2641,37509.61,saving,2021-01-05,active
1005324,2641,128852.56,current,2021-02-22,active
1005325,2642,423034.34,saving,2023-05-18,active
1005326,2642,340122.38,current,2023-07-11,active
1005327,2642,505539.03,current,2025-03-08,active
1005328,2643,400411.43,saving,2007-06-25,active
1005329,2643,776850.61,saving,2007-11-21,active
1005330,2643,775573.33,current,2010-03-30,inactive
1005331,2644,231935.06,current,1989-02-09,active
1005332,2644,266139.02,current,2021-12-14,active
1005333,2645,691410.7,saving,2024-12-24,active
1005334,2645,595316.9,current,2025-02-02,active
1005335,2646,967644.03,saving,2023-12-16,active
1005336,2646,556071.29,current,2017-04-24,active
1005337,2647,384441.87,saving,2010-12-13,active
1005338,2647,181576.0,current,2015-07-08,active
1005339,2647,649663.22,current,2023-01-14,active
1005340,2648,887409.36,current,2017-08-23,active
1005341,2649,126248.54,saving,2011-07-17,active
1005342,2650,493286.62,current,2019-09-10,active
1005343,2650,526072.84,current,2022-05-20,active
1005344,2650,973870.91,saving,2020-07-09,active
1005345,2651,115215.08,current,2020-01-27,active
1005346,2651,887940.44,current,2019-05-10,active
1005347,2652,161966.58,saving,2019-12-24,active
1005348,2653,374504.05,saving,2021-07-15,active
1005349,2653,823296.64,saving,2020-06-07,active
1005350,2653,166393.88,current,2022-10-13,active
1005351,2654,344873.63,current,2025-02-01,active
1005352,2654,296985.83,current,2022-04-03,active
1005353,2654,921063.67,saving,2023-03-12,active
1005354,2655,855099.86,saving,2024-12-28,inactive
1005355,2656,560904.14,current,2024-01-16,active
1005356,2657,339346.46,saving,2025-02-18,active
1005357,2658,538805.54,saving,2020-01-10,active
1005358,2659,403362.84,current,2005-09-08,active
1005359,2660,802573.4,saving,2025-01-19,active
1005360,2660,354619.56,saving,2025-01-04,active
1005361,2660,247008.6,current,2024-12-04,active
1005362,2661,379964.06,current,2017-04-14,active
1005363,2661,582060.33,saving,2023-07-07,active
1005364,2661,633099.05,saving,2019-04-29,active
1005365,2662,831324.85,saving,2022-12-28,active
1005366,2662,82779.31,saving,2023-10-28,active
1005367,2662,32739.06,saving,2024-10-01,active
1005368,2663,308475.94,current,2024-08-09,active
1005369,2663,880904.93,current,2024-07-03,active
1005370,2664,213389.65,current,2024-09-02,active
1005371,2664,841455.84,saving,2025-02-23,active
1005372,2665,277430.13,current,2025-01-04,active
1005373,2666,226467.89,saving,2024-10-02,active
1005374,2667,600063.65,current,2018-03-29,active
1005375,2667,596855.02,current,1999-03-02,active
1005376,2667,798883.9,current,2010-12-03,active
1005377,2668,724556.0,current,2018-01-29,inactive
1005378,2668,944524.28,current,2020-10-03,active
1005379,2669,634265.28,current,2005-07-25,active
1005380,2670,877940.04,current,2025-02-01,inactive
1005381,2670,446450.96,saving,2024-12-18,active
1005382,2671,180356.33,saving,2022-04-19,active
1005383,2671,553540.91,current,2016-07-17,active
1005384,2671,683308.66,saving,2019-08-02,active
1005385,2672,848572.69,current,2022-08-29,active
1005386,2673,305457.18,current,2000-01-09,active
1005387,2673,386411.42,saving,2007-04-22,active
1005388,2674,753256.76,current,2018-11-26,active
1005389,2674,960283.17,current,2022-09-30,active
1005390,2674,283977.5,saving,2021-11-18,active
1005391,2675,82616.76,saving,2020-07-19,active
1005392,2676,731199.52,current,2024-09-11,active
1005393,2676,695838.81,saving,2024-08-18,active
1005394,2677,999473.88,current,2024-10-19,active
1005395,2677,427058.79,current,2024-08-13,active
1005396,2678,145425.33,current,2004-04-11,active
1005397,2679,368832.63,current,2023-02-09,active
1005398,2679,683489.54,saving,1999-02-25,active
1005399,2680,394668.41,current,2023-08-22,active
1005400,2681,819109.52,saving,2023-02-19,active
1005401,2681,553294.37,current,2021-11-06,inactive
1005402,2681,53819.02,saving,2021-02-25,active
1005403,2682,863806.74,current,2024-07-28,active
1005404,2683,349076.14,saving,2006-09-04,active
1005405,2684,859531.16,saving,2013-08-06,active
1005406,2684,728083.18,saving,2023-11-29,active
1005407,2685,707647.46,saving,2024-03-04,active
1005408,2685,207881.74,current,2023-08-27,active
1005409,2686,98169.54,saving,2022-04-04,active
1005410,2686,280804.26,saving,2010-01-13,active
1005411,2686,747896.8,saving,2017-04-17,active
1005412,2687,511014.02,saving,2017-09-14,active
1005413,2687,329225.4,saving,2013-01-11,active
1005414,2688,226442.56,saving,2023-04-29,active
1005415,2688,899248.71,saving,2020-03-07,inactive
1005416,2689,273378.67,current,1997-11-29,active
1005417,2689,900204.92,saving,2014-08-17,active
1005418,2689,177372.26,current,2015-02-23,active
1005419,2690,321495.03,saving,2018-09-20,active
1005420,2690,443716.1,saving,2018-04-12,active
1005421,2690,330165.45,saving,2022-06-17,active
1005422,2691,646709.99,current,2018-06-21,active
1005423,2691,907930.47,saving,2023-01-16,active
1005424,2692,958545.66,current,2015-10-10,active
1005425,2692,477600.05,saving,2007-04-05,active
1005426,2692,394339.93,current,2017-12-01,inactive
1005427,2693,372585.39,saving,2024-08-14,active
1005428,2694,770849.27,current,2023-01-04,active
1005429,2694,936003.71,current,2023-12-07,active
1005430,2694,32538.71,current,2024-01-20,active
1005431,2695,38733.91,current,2022-01-14,active
1005432,2695,845079.09,current,2025-02-25,active
1005433,2696,168029.19,saving,2013-12-13,active
1005434,2696,314949.34,saving,2022-11-24,inactive
1005435,2697,342020.1,current,2007-10-27,inactive
1005436,2697,487974.4,current,2014-10-26,inactive
1005437,2697,796297.27,current,2008-10-08,active
1005438,2698,50389.54,saving,2010-03-15,active
1005439,2698,663516.44,current,1989-07-17,active
1005440,2699,503145.22,saving,2024-11-22,active
1005441,2700,878770.12,current,2022-11-05,active
1005442,2701,965516.95,current,2022-07-10,active
1005443,2701,297843.31,current,2023-12-21,active
1005444,2702,501536.46,saving,2021-03-16,active
1005445,2702,160665.89,saving,2019-06-22,active
